HP,altitude,armors,autonomy,avail,cost,country,damageToStun,ecmModifier,fuelCapacity,inst_num,isAmphibious,isCV,isPrototype,isTransport,maxCards,maxSpeed,movementType,name,numWeapons,opticRangeAirborne_vsGround,opticRange_vsGround,opticRange_vsHeli,opticRange_vsPlane,opticRange_vsShip,opticStrengthSEAD_vsGround,opticStrength_vsAir,opticStrength_vsGround,opticStrength_vsShip,otanId,pactId,purple,roadSpeed,sailingSubType,sizeModifier,specs,stealth,tab,training,transporterOf,transports,turnData,upgradeRequireId,upgrades,verticalSpeed,weapon10_TAmmunition_ID,weapon10_ammoPool,weapon10_hasStab,weapon10_totalAmmo,weapon10_turret,weapon10_turretArc,weapon10_turretFacing,weapon10_turretSpeed,weapon10_turretType,weapon10_uiPosition,weapon1_TAmmunition_ID,weapon1_ammoPool,weapon1_hasStab,weapon1_totalAmmo,weapon1_turret,weapon1_turretArc,weapon1_turretFacing,weapon1_turretSpeed,weapon1_turretType,weapon1_uiPosition,weapon2_TAmmunition_ID,weapon2_ammoPool,weapon2_hasStab,weapon2_totalAmmo,weapon2_turret,weapon2_turretArc,weapon2_turretFacing,weapon2_turretSpeed,weapon2_turretType,weapon2_uiPosition,weapon3_TAmmunition_ID,weapon3_ammoPool,weapon3_hasStab,weapon3_totalAmmo,weapon3_turret,weapon3_turretArc,weapon3_turretFacing,weapon3_turretSpeed,weapon3_turretType,weapon3_uiPosition,weapon4_TAmmunition_ID,weapon4_ammoPool,weapon4_hasStab,weapon4_totalAmmo,weapon4_turret,weapon4_turretArc,weapon4_turretFacing,weapon4_turretSpeed,weapon4_turretType,weapon4_uiPosition,weapon5_TAmmunition_ID,weapon5_ammoPool,weapon5_hasStab,weapon5_totalAmmo,weapon5_turret,weapon5_turretArc,weapon5_turretFacing,weapon5_turretSpeed,weapon5_turretType,weapon5_uiPosition,weapon6_TAmmunition_ID,weapon6_ammoPool,weapon6_hasStab,weapon6_totalAmmo,weapon6_turret,weapon6_turretArc,weapon6_turretFacing,weapon6_turretSpeed,weapon6_turretType,weapon6_uiPosition,weapon7_TAmmunition_ID,weapon7_ammoPool,weapon7_hasStab,weapon7_totalAmmo,weapon7_turret,weapon7_turretArc,weapon7_turretFacing,weapon7_turretSpeed,weapon7_turretType,weapon7_uiPosition,weapon8_TAmmunition_ID,weapon8_ammoPool,weapon8_hasStab,weapon8_totalAmmo,weapon8_turret,weapon8_turretArc,weapon8_turretFacing,weapon8_turretSpeed,weapon8_turretType,weapon8_uiPosition,weapon9_TAmmunition_ID,weapon9_ammoPool,weapon9_hasStab,weapon9_totalAmmo,weapon9_turret,weapon9_turretArc,weapon9_turretFacing,weapon9_turretSpeed,weapon9_turretType,weapon9_uiPosition,year
5,,0.8|0.8|0.8|0.8,1000,0|20|16|0|0,10,JAP,300,,60,19235,,,,,2,55,wheeled,MITSUBISHI MAT,1,,3500,4900,5600,14000,,40,60,60,216,,,150,,-0.05,AIR|MAR|MEC|MOT|SUP,1,VHC,,,20269,114.59,19230,19233,,,,,,,,,,,,84572,0,,4,0,15|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964
10,,0.4|0.4|0.4|0.4,,0|0|0|4|3,30,DAN,300,,,19161,,,,,2,45,foot,JÆGERE '90 #reco2,4,,3500,4900,5600,14000,,40,170,170,898,,,,,-0.15,AIR|MAR|MOT,2.5,REC,Elite,,20240|20405,,,,,,,,,,,,,,,83153,0,true,160,0,,,,infantry,0,83154,0,true,160,0,,,,infantry,0,81668,1,,8,1,,,,infantry,1,83302,2,true,240,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990
15,,0.4|0.4|0.4|0.4,,0|0|10|7|0,35,SA,300,,,18854,,,,,1,45,foot,BUFFALOS '85,4,,3500,4900,5600,14000,,40,80,170,1336,,,,,-0.15,AIR|MOT|SUP,2,INF,Shock,,18856|18927|18929|20504|20336,,,,,,,,,,,,,,,82521,0,true,180,0,,,,infantry,0,82522,0,true,180,0,,,,infantry,0,81483,1,,9,1,,,,infantry,1,82523,2,true,200,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985
5,,0.8|0.8|0.8|0.8,500,0|8|6|0|0,35,SWE,300,,75,19776,,,true,,1,80,wheeled,ROVER RBS-90,1,,3500,4900,10500,14000,,120,60,60,885,757,,150,,-0.05,AIR|MAR|MOT|SUP,1,SUP,,,20269,114.59,19775,,,,,,,,,,,,,87268,0,,6,0,360|75|-10,,60,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989
,,,,,,,,,,,,,,,,,,FOB,,,,,,,,,,,1299,977,,,,,,,LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.8|0.8|0.8|0.8,750,0|4|3|0|0,50,POL,300,,500,18770,,,,,1,55,wheeled,BM-24M,1,,3500,4900,5600,14000,,10,40,40,,53,,150,,,MAR|MOT|SUP,1,SUP,,,20290,229.18,,20248,,,,,,,,,,,,82088,0,,12,0,180|75|,,30,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965
10,,1|1|1|1,800,24|20|16|12|8,15,FIN,300,,290,20174,true,,true,true,2,100,wheeled,XA-185 KRKK,1,,3500,4900,5600,14000,,20,60,60,1133,811,true,150,,,MOT|SUP,1,VHC,,19673|19204|19738|19123|19674|19120,,171.89,20171,,,,,,,,,,,,,81981,0,true,100,0,360|45|-10,,150,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993
5,,0.4|0.4|0.4|0.4,,0|3|0|0|0,100,RDA,300,,,19693,,true,,,1,37.5,foot,#command FÜHRUNGSTRUPP,3,,3500,4900,5600,14000,,40,80,80,,621,,,,-0.15,AIR|MAR|MEC|MOT|SUP,2,LOG,Shock,,20257|19821|19822|19810|20466|20465,,,,,,,,,,,,,,,84455,0,true,60,0,,,,infantry,0,84456,0,true,60,0,,,,infantry,0,83161,2,true,48,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,0.4|0.4|0.4|0.4,,0|12|8|0|0,15,CAN,300,,,19063,,,,,2,30,foot,PIONEERS,3,,3500,4900,5600,14000,,40,80,80,147,,,,,-0.15,AIR|ARM|MEC|MOT|SUP,2,INF,Regular,,18722|18865|20213|18879|20350|20351,,,,,,,,,,,,,,,83666,0,true,80,0,,,,infantry,0,83661,0,true,80,0,,,,infantry,0,81651,1,,80,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,5|3|1|1,460,0|24|18|0|0,25,NOR,300,,760,19431,,,,,2,50,tracked,M48A5,3,,3500,4900,5600,14000,,20,60,60,350,,,110,,0.05,ARM|MAR|MEC|MOT|SUP,1,TNK,,,,401.07,19426,,,,,,,,,,,,,82845,0,,37,0,360|25|-10,,30,turret,0,82846,0,,37,0,360|25|-10,,30,turret,0,81464,1,true,90,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979
6,,0.8|0.8|0.8|0.8,450,0|3|2|0|0,100,UK,300,,1000,20399,,,true,,1,330,heli,LYNX 3,2,4900,3500,5600,5600,14000,,170,80,80,631,,,,,-0.05,AIR|MOT,1,HEL,,,,,20404,,75,,,,,,,,,,,89966,2,true,8,0,90|20|-30,,,fixed,2,90453,0,true,4,1,90|60|-30,,,fixed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984
10,1000,0.6|0.6|0.6|0.6,150,0|2|0|0|1,160,US,300,-0.4,5000,20665,,,,,1,1000,plane,F/A-18C HORNET,3,4900,3500,4900,31500,7000,,300,,60,744,,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1,AIR,,,,400,20667,,,,,,,,,,,,,91538,0,true,30,0,16|8|-5,,,fixed,0,92445,2,true,4,1,80|30|-30,,,fixed,2,89905,3,true,2,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987
10,,1|1|1|1,1000,0|12|8|0|0,30,FR,300,,300,20128,true,,,,2,90,wheeled,VAB VDAA,1,,3500,4900,10500,14000,,250,60,60,533,,,150,,,MAR|MOT|SUP,1,SUP,,,20269,171.89,,20138,,,,,,,,,,,,88970,0,,62,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982
10,,1|1|1|0.8,480,0|20|16|0|0,10,CAN,300,,360,19357,true,,,,2,65,tracked,M113 106mm M40,2,,3500,4900,5600,14000,,40,60,60,292,,,110,,,ARM|MEC|MOT|SUP,1,VHC,,,,171.89,,19373,,,,,,,,,,,,81682,0,,20,0,360|25|-10,,30,turret,0,81683,0,,20,0,360|25|-10,,30,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965
5,,0.8|0.8|0.8|0.8,500,0|6|0|0|0,110,SA,300,,75,19769,,true,,,1,95,wheeled,#command ROVER BV,0,,3500,4900,5600,14000,,40,80,80,1367,,,150,,-0.05,AIR|ARM|MAR|MOT|SUP,1,LOG,,,20269,114.59,,18857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965
10,,2|2|1|0.8,500,18|14|10|8|6,15,URSS,300,,400,18829,true,,,true,3,60,tracked,BTR-ZD SKREZHET,2,,3500,4900,5600,14000,,20,60,60,,97,,110,,-0.05,AIR,1,VHC,,19643|19864|19874|19632|20135|19641|20098|20105|20101|20104|19835,,171.89,18828,,,,,,,,,,,,,82369,0,true,480,0,360|45|-10,,150,turret,0,82382,1,true,200,1,360|75|-10,,60,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,0.4|0.4|0.4|0.4,,0|0|0|4|3,25,CAN,300,,,19663,,,,,2,45,foot,PATHFINDERS #reco2,4,,3500,4900,5600,14000,,40,170,170,418,,,,,-0.15,AIR|MOT,2.5,REC,Elite,,20218|18722|18865|20354,,,,,,,,,,,,,,,86709,0,true,160,0,,,,infantry,0,86710,0,true,160,0,,,,infantry,0,81628,1,,10,1,,,,infantry,1,86711,2,true,240,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,15|8|4|4,700,0|7|5|0|0,90,URSS,300,,1600,19953,,,,,2,70,tracked,T-72B,4,,3500,4900,5600,14000,,20,80,80,,309,,110,,,ARM|MEC,1,TNK,,,,286.48,19954,,,,,,,,,,,,,88101,0,true,24,0,360|25|-10,,40,turret,0,88102,0,true,24,0,360|25|-10,,40,turret,0,88103,2,,4,0,360|25|-10,,40,turret,2,81260,1,true,100,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985
4,,0.8|0.8|0.8|0.8,300,20|16|12|8|6,15,NOR,300,,800,20339,,,,true,3,205,heli,BELL 204,1,4900,3500,5600,5600,14000,,80,60,60,854,,,,,-0.05,AIR|ARM|MAR|MEC|MOT|SUP,1,HEL,,18998|19025|19026|19529|19608,,,,,40,,,,,,,,,,,82834,0,true,120,0,80|45|-30,90,150,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963
10,,7|3|2|2,500,0|20|16|0|0,25,NK,300,,980,20030,,,,,2,50,tracked,Type 59,4,,3500,4900,5600,14000,,20,40,40,,345,,110,,,ARM|MAR|MEC|MOT,1,TNK,,,20290,286.48,,20027,,,,,,,,,,,,88511,0,true,33,0,360|25|-10,,30,turret,0,82925,0,true,33,0,360|25|-10,,30,turret,0,81874,1,true,60,1,360|45|-10,,150,turret,1,81875,1,true,60,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,1|1|0.8|0.8,450,16|12|8|6|4,55,TCH,300,,1200,20444,,,,true,3,330,heli,Mi-25,3,4900,3500,5600,5600,14000,,80,60,60,,496,,,,0.05,AIR|ARM|MAR|MEC|MOT|SUP,1,HEL,,19844|20157|19272|19872,,,,,50,,,,,,,,,,,90546,1,true,200,0,220|10|-75,,120,turret,1,90326,2,true,64,1,20|20|-15,,,fixed,2,90661,0,true,4,2,90|20|-30,,,fixed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978
10,,2|1|1|1,500,0|5|4|0|0,75,URSS,300,,500,18636,,,,,2,60,tracked,2K22 TUNGUSKA,2,,3500,4900,10500,14000,,250,60,60,,4,,110,,,ARM|MEC|SUP,1,SUP,,,,171.89,20197,18635,,,,,,,,,,,,81233,0,true,120,0,360|75|-10,,80,turret,0,81239,1,,8,0,360|75|-10,,80,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982
5,,0.8|0.8|0.8|0.8,750,0|14|10|0|0,20,YUG,300,,80,20206,,,true,,2,120,wheeled,M-1107 DRUG,1,,3500,4900,5600,14000,,40,60,60,1217,895,true,150,,-0.05,AIR|MAR|MEC|MOT|SUP,1,VHC,,,20290,114.59,20207,,,,,,,,,,,,,86494,0,,4,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990
10,,3|2|1|1,500,0|12|8|0|0,35,SWE,300,,400,19132,true,,true,,1,65,tracked,IKV 105,3,,3500,4900,5600,14000,,40,80,80,875,735,,110,,,ARM|MEC|MOT|SUP,1,VHC,,,20269,401.07,19133,,,,,,,,,,,,,84033,0,true,30,0,360|25|-10,,30,turret,0,84034,0,true,30,0,360|25|-10,,30,turret,0,82496,1,true,400,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990
6,,0.8|0.8|0.8|0.8,460,0|4|0|0|0,60,ITA,300,,1500,20303,,,,,2,220,heli,AB.212 ELIGUFO #reco3,0,4900,3500,5600,7000,14000,,170,220,220,1479,,,,,-0.05,AIR|MAR|MOT|SUP,1,REC,,,,,20302,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983
10,,0.8|0.8|0.8|0.8,500,0|6|4|0|0,50,ISR,300,,100,19083,,,true,,1,90,wheeled,HAMER MAPATS,1,,3500,4900,5600,14000,,40,60,60,1037,,,150,,-0.05,AIR|MAR|MOT|SUP,1,VHC,,,20269,114.59,19084,,,,,,,,,,,,,83770,0,,8,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986
15,,0.4|0.4|0.4|0.4,,0|0|0|8|6,35,POL,300,,,19212,,,,,2,45,foot,KOMANDOSI,4,,3500,4900,5600,14000,,40,80,80,,632,,,,-0.15,AIR|MAR|MEC|MOT,2,INF,Elite,,19798|19799|19800|19801|20424|20541|20555|20434|20554,,,,,,,,,,,,,,,84444,0,true,240,0,,,,infantry,0,84445,0,true,240,0,,,,infantry,0,84446,1,,12,1,,,,infantry,1,83596,2,true,360,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,3|2|2|1,600,0|4|3|0|0,60,FR,300,,1000,18679,,,,,2,60,tracked,AMX-30 ROLAND 3,1,,3500,4900,10500,14000,,250,60,60,18,,,110,,,ARM|MEC|SUP,1,SUP,,,,171.89,18678,,,,,,,,,,,,,81561,0,,10,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986
10,,0.4|0.4|0.4|0.4,,0|0|14|10|0,20,ANZ,300,,,18689,,,,,3,37.5,foot,COMMANDOS,4,,3500,4900,5600,14000,,40,80,80,23,,,,,-0.15,AIR|ARM|MEC|MOT,2,INF,Shock,,18727|19341|19342|20528|20496,,,,,,,,,,,,,,,81621,0,true,120,0,,,,infantry,0,81622,0,true,120,0,,,,infantry,0,81353,1,,6,1,,,,infantry,1,81623,2,true,150,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,1|1|1|1,500,24|20|16|12|8,10,FIN,300,,300,18805,true,,,true,3,80,wheeled,BTR-60PB,2,,3500,4900,5600,14000,,20,60,60,1151,829,true,150,,,MOT,1,VHC,,19673|19651|19738|19123|19213|19674|19158|18981|19159|19120|19735|19859|19734|19652,,171.89,,20168,,,,,,,,,,,,81874,0,true,60,0,360|45|-10,,150,turret,0,81875,0,true,60,0,360|45|-10,,150,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,0.8|0.8|0.8|0.8,500,0|6|4|0|0,65,TCH,300,,500,19587,true,,,,2,80,wheeled,OSA-AKM,1,,3500,4900,10500,14000,,250,60,60,,198,,150,,,MOT|SUP,1,SUP,,,20290,171.89,19586,,,,,,,,,,,,,81370,0,,6,0,360|45|-10,,60,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984
10,,1|1|0.8|0.8,450,16|12|8|6|4,45,URSS,300,,1200,20435,,,,true,3,330,heli,Mi-24A,3,4900,3500,5600,5600,14000,,80,60,60,,487,,,,0.05,AIR|ARM|MAR|MEC|MOT|SUP,1,HEL,,19875|19874|19876|19748|20099|20103,,,,20437,50,,,,,,,,,,,90336,1,true,120,0,220|10|-75,,120,turret,1,90326,2,true,64,1,20|20|-15,,,fixed,2,90646,0,true,4,2,90|20|-30,,,fixed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970
6,,0.8|0.8|0.8|0.8,550,20|16|12|8|6,15,NK,300,,1500,20457,,,,true,5,180,heli,Mi-4,1,4900,3500,5600,5600,14000,,80,60,60,,503,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1,HEL,,19555|19558|19550|19563,,,,,40,,,,,,,,,,,81287,0,true,120,0,220|10|-75,,120,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966
10,500,0.6|0.6|0.6|0.6,60,4|0|3|0|0,70,YUG,300,,2000,20680,,,,,1,600,plane,J-21 JASTREB,3,4900,3500,4900,31500,7000,,150,,60,1234,912,true,,,,AIR|ARM|MEC|MOT|SUP,1,AIR,,,,300,20701,,,,,,,,,,,,,92593,0,true,40,0,16|8|-5,,,fixed,0,92594,2,true,24,1,16|8|-8,,,fixed,2,92595,3,true,6,2,16|8|-8,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
10,,0.4|0.4|0.4|0.4,,0|0|0|4|3,30,DAN,300,,,19160,,,,,2,45,foot,JÆGERE #reco2,4,,3500,4900,5600,14000,,40,170,170,174,,,,,-0.15,AIR|MAR|MOT,2.5,REC,Elite,,20240|20405,,,,,,,,,,,,,,,84176,0,true,160,0,,,,infantry,0,84177,0,true,160,0,,,,infantry,0,81353,1,,8,1,,,,infantry,1,83331,2,true,240,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,2|1|1|0.8,500,0|6|4|0|0,40,NK,300,,400,20143,true,,,,2,60,tracked,VTT-323 120mm,3,,3500,4900,5600,14000,,10,40,40,,394,,110,,,ARM|MEC|MOT|SUP,1,SUP,,,,171.89,20144,,,,,,,,,,,,,81287,0,true,200,0,360|45|-10,,150,turret,0,89034,1,,60,1,360|75|,,30,turret,1,89035,1,,120,1,360|75|,,30,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,1000,0.6|0.6|0.6|0.6,150,0|2|0|0|1,125,US,300,-0.3,5000,20638,,,,,1,1000,plane,F-16C FIGHTING FALCON,3,4900,3500,4900,31500,7000,,300,,60,726,,,,,,AIR|ARM|MEC|MOT|SUP,1,AIR,,,,350,20623,,,,,,,,,,,,,91538,0,true,30,0,16|8|-5,,,fixed,0,92150,2,true,6,1,,,,bomber,2,89905,3,true,4,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984
10,,0.4|0.4|0.4|0.4,,0|0|14|10|0,15,SA,300,,,19660,,,,,3,37.5,foot,PARABAT,4,,3500,4900,5600,14000,,40,80,80,1346,,,,,-0.15,AIR|MOT,2,INF,Shock,,18856|18927|18929|20504|20336,,,,,,,,,,,,,,,86693,0,true,120,0,,,,infantry,0,86694,0,true,120,0,,,,infantry,0,82530,1,,6,1,,,,infantry,1,86013,2,true,150,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967
10,,8|3|2|2,600,0|16|12|0|0,35,ITA,300,,1000,19581,,,true,,1,60,tracked,OF-40,3,,3500,4900,5600,14000,,20,60,80,1462,,,110,,,ARM|MEC|MOT,1,TNK,,,20269,286.48,,19583,,,,,,,,,,,,86275,0,,40,0,360|25|-10,,40,turret,0,86276,0,,40,0,360|25|-10,,40,turret,0,81464,1,true,90,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
10,,1|1|0.8|0.8,500,0|6|4|0|0,55,UK,300,,500,19736,true,,,,2,50,tracked,TRACKED RAPIER FSA,1,,3500,4900,10500,14000,,250,60,60,842,,,110,,,ARM|MAR|MEC|MOT|SUP,1,SUP,,,20269,171.89,20016,,,,,,,,,,,,,87078,0,,8,0,360|75|-10,,60,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990
10,,11|6|3|2,700,0|0|3|2|0,150,URSS,300,,1600,18913,,true,,,1,60,tracked,#command T-72K1,3,,3500,4900,5600,14000,,40,80,80,,122,,110,,,ARM|MEC|SUP,1,LOG,,,,286.48,18758,18915,,,,,,,,,,,,82879,0,true,28,0,360|25|-10,,40,turret,0,82880,0,true,28,0,360|25|-10,,40,turret,0,81260,1,true,30,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973
2,,0.4|0.4|0.4|0.4,,0|12|8|0|0,10,DAN,300,,,19085,,,,,2,22.5,foot,LLRkt HAMLET,3,,3500,4900,8400,14000,,80,80,80,152,,,,,-0.15,AIR|ARM|MAR|MEC|SUP,2.5,INF,Regular,,20236|19354,,,,,,,,,,,,,,,83142,0,true,16,0,,,,infantry,0,83143,0,true,16,0,,,,infantry,0,83776,1,,6,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,2|2|1|1,800,24|20|16|12|8,10,NOR,300,,290,20175,,,,true,3,100,wheeled,XA-186NO,1,,3500,4900,5600,14000,,20,60,60,920,,,150,,,MAR|MOT,1,VHC,,19689|19572|19071|18998|19025|19064|19026|19529|19888|19691|19889|19886|19608,,171.89,19860,,,,,,,,,,,,,81464,0,true,400,0,360|45|-10,,150,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
10,,12|7|3|2,700,0|12|8|0|0,60,NK,300,,1600,19952,,,true,,1,60,tracked,T-72M,3,,3500,4900,5600,14000,,20,80,80,,308,,110,,,ARM|MEC,1,TNK,,,,286.48,19943,19983,,,,,,,,,,,,88095,0,true,28,0,360|25|-10,,40,turret,0,88096,0,true,28,0,360|25|-10,,40,turret,0,81260,1,true,100,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991
6,,0.8|0.8|0.8|0.8,930,0|8|6|0|0,40,ITA,300,,750,20295,,,,,2,285,heli,A.109AT,1,4900,3500,5600,5600,14000,,80,60,60,1474,,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1,HEL,,,,,20529,20299,75,,,,,,,,,,,89828,0,true,4,0,90|20|-30,,,fixed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982
10,,1|1|1|0.8,480,0|6|4|0|0,30,UK,300,,450,19007,,,,,2,50,tracked,FV432(M),3,,3500,4900,5600,14000,,10,40,40,119,,,110,,,ARM|MEC|MOT|SUP,1,SUP,,,,171.89,,,,,,,,,,,,,,82604,0,,160,0,360|75|,,30,turret,0,82605,0,,320,0,360|75|,,30,turret,0,82599,1,true,400,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
5,,0.4|0.4|0.4|0.4,,0|3|0|0|0,100,US,300,,,20109,,true,,,1,30,foot,#command TACOM,3,,3500,4900,5600,14000,,40,80,80,519,,,,,-0.15,AIR|MAR|MEC|MOT|SUP,2,LOG,Regular,,19411|19487|20527|20533|20532,,,,,,,,,,,,,,,81782,0,true,40,0,,,,infantry,0,81783,0,true,40,0,,,,infantry,0,87568,2,,50,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
